,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,min_salary,max_salary,avg_clean,company_txt,state,same_state,company_age,python,sql,r,aws,num_compitators
906,Data Governance Analyst,$60K-$110K (Glassdoor est.),"Software Guidance & Assistance, Inc., (SGA), is searching for a Data Governance Analyst for a Contract assignment with one of our premier Utility Services clients in White Plains, NY.

Responsibilities:
Conduct data discovery stakeholder interviews with business and IT stakeholders (selected applications)
Identify data sets, develop data flows, understand data-related processes and identify key data issues for each application
Update of Enterprise Data Flow diagrams and Enterprise Data Catalog inventory
Creation of Application Playback decks and Data Discovery report & presentation
Maintenance of datasets and data roles in the Enterprise Data Catalog - additions, updates, and deletions
Conduct of quarterly Data Owner meetings to communicate upcoming Data Governance initiatives/processes/policies / best practices
Lead in onboarding and implementation of Collibra Data Governance tool
Onboarding of new datasets into Data Governance tool
Establishment of Data Catalog and shop-for-data feature in Data Governance tool
Manage metadata ingestion (manual and automated) from different sources
Creation of new workflows in Collibra Data Governance tool
Development of new Data Governance Policies, Procedures, and Standards
Develop and operationalize new Data Access Request process
Design of new Enterprise Data Request Process, based on ongoing pilot feedback
Implementation of new Data Request Process - app by app working with application owners and business stakeholders
Communication and training of all enterprise users on new Data Request Process
Development and execution of Change Management plan for Data Discovery, Data Access Request and operationalization of new Data Governance workflows
Required Skills:
Undergraduate degree in Engineering, Computer Science, Data Management, or similar field of study. Graduate degree preferred.
3+ years of demonstrated Data Governance experience
Strong knowledge of Data Governance & Quality - policies, processes, and tools
Strong experience & expertise in using Collibra Data Governance tool
Knowledge (experience preferred) using Trillium Data Quality tool and integration with Collibra
Working experience in implementing Data Governance policies and processes
Strong presentation & communication skills
Ability to work with Senior Leaders
Experience working on teams that work under Agile principles
SGA is a Certified Women's Business Enterprise (WBE) celebrating over thirty years of service to our national client base for both permanent placement and consulting opportunities. For consulting positions, we offer a variety of benefit options including but not limited to health & dental insurance, paid vacation, timely payment via direct deposit. SGA accepts transfers of H1 sponsorship for most contracting roles. We are unable to sponsor for Right-to-Hire, Fulltime, or Government roles. All parties authorized to work in the US are encouraged to apply for all roles. Only those authorized to work for government entities will be considered for government roles. Please inquire about our referral program if you would like to submit a candidate for any of our open or future job opportunities. SGA is an EEO employer. We encourage Veterans to apply. To view all of our available job postings and/or to learn more about SGA please visit us online at www.sgainc.com.",-1.0,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,60,110,85.0,SGA Inc., NY,0,25,0,0,1,0,0
907,Data Business Analyst,$46K-$87K (Glassdoor est.),"At Clear Street, we are disrupting the institutional brokerage and clearing market by modernizing archaic industry segments with brand new technology. We're changing the way institutional investors interact with the markets; offering an alternative to working with big banks. Our cloud-based API technology will empower clients to clear, settle, and finance trading activity while accessing real-time risk and position information. Our platform is built on an incredibly modern tech-stack, by pragmatic engineers focused on building intuitive and friction-less user experiences. Our tech-infused suite of customer experience-oriented prime service offerings will increase our clients' efficiency and provide real-time insights they've never previously experienced.

As a Data Business Analyst, you will play a critical role in the Data Operations team's expansion as our business continues to grow. You will work closely with teams across the business to understand their data and analytic needs, define scope of projects, and deliver results. You will collaborate with a team of engineers and data specialists to productionize our reporting and analytics, turning prototypes and one-off projects into elegant long lasting solutions. This role will challenge you to build on your understanding of the capital markets (trading, clearing, and settlement processes) and to grow as a systematic problem solver. This is a unique opportunity to join a growing team of passionate engineers and data specialists that are delivering the future of Clear Street's data platform and analytics.

Data Business Analyst Characteristics:
You have 2+ years of experience defining requirements and using data and metrics to draw business insights (financial/business analytics).
You communicate technical ideas with ease and effectively and are always looking for ways to collaborate to deliver high-quality products.
You demonstrate attention to detail and have a customer service mindset, allowing you to quickly adapt to new demands in a quickly evolving environment.
You have experience writing Python scripts, using SQL to query databases, and building models/macros in Excel.
You are passionate about the markets and enjoy expanding your understanding of finance, modeling, and accounting.
You have an educational background in both Engineering and Finance/Business (minimum of a Bachelors).

DataOps Team Stack: Python, Pandas, PostgreSQL, SQL, Excel/VBA, Git, Jupyter Notebook

We offer:
The opportunity to join a small and growing team of good people, where you can make a difference
A new, high-quality code base with little technical debt and room to build new services and features
An environment that embraces the utility of a DevOps oriented culture and combines it with a focus on CI/CD methodology
A meritocratic philosophy that champions collaboration
Competitive compensation, benefits, and perks",-1.0,Clear Street,"New York, NY","New York, NY",51 to 200 employees,2018,Company - Public,-1,-1,$1 to $5 million (USD),-1,-1,46,87,66.5,Clear Street, NY,1,3,1,1,1,1,0
908,Data Analyst III- SAS req'd,$98K-$114K (Glassdoor est.),"The Data Analyst III supports the Medicaid Health Care Assessment Program by assisting in the analysis of Medicaid Special Projects, acquiring and analyzing data, and preparing reports. In this role you will also coordinate the design of software applications to enhance project quality and productivity; supports and enhances data analysis activities through database programming and statistical analysis. Duties include but are not limited to: Synthesize input from workgroup members to design data collection tools, sampling strategies, work instructions, and data reports that meet internal and external customer needs. Develop, implement and maintain programs to extract information from various databases, analyze inter-rater reliability, calculate recurring statistics, and convert results into appropriate format for the department special project database(s) or reports. Serve as a SAS programming resource. Analyze statistical and epidemiological patterns of the data and provide written analyses reportsQUALIFICATIONS:* Strong analytical skills with the ability to prepare cogent analysis and reports using a variety of statistical, spreadsheet, and database programs, including but not limited to SAS, MS-Access, SQL.* Ability to clearly present qualitative and quantitative review/analysis findings to interested parties with various backgrounds.* Ability to handle all aspects in the full cycle of research projects.* Ability to work well independently and with moderate supervision.* Ability to relate well with technical and non-technical staff.EDUCATION & EXPERIENCE:* Master's degree in Health, Statistics, Computer Science, or a related field, required.* Two (2) years' experience in health or similar research and/or evaluation that involved extensive use of SAS and Access in data transformation, management and analysis, required or Advanced SAS Certification.IPRO offers competitive salaries, comprehensive health and dental coverage.IPRO is an Affirmative Action/Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status",-1.0,IPro.org,"Great Neck, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,98,114,106.0,IPro.org, NY,0,-1,0,1,1,1,0
909,Data Analyst (Games),$46K-$87K (Glassdoor est.),"Carry1st is the leading mobile game publisher in Africa. In our first year, we published a #1 game in Nigeria and Kenya and just soft-launched our second title. We have over a million customers and hundreds of thousands of unique monthly active users.

In 2020, we look to scale to over 1M monthly active users across Africa, scaling our first two franchises and publishing content from partners in Africa and abroad. We are looking for a Data Analyst who is deeply passionate about data driven decisions, transforming raw data into clear actionable business insights and who is constantly driving himself/herself and the team towards meeting the next challenge.

What will you do?
Work with large amounts of behavioral data to find opportunities to improve customer experience
Define analytics roadmap, leveraging actionable insights to substantially improve core game metrics
Run A/B tests to drive KPI improvements across our products
Support our digital marketing efforts by measuring acquisition campaign performance
Drive and empower product leadership to make quantitatively informed, evidence-based decisions
Work closely with product team, data engineers, and marketing team
Requirements

What makes you a great candidate?
3+ years in data and analytics
Work in the games industry or similarly customer-facing digital business
Experience with business intelligence and data warehousing platforms
Skills with data visualization and reporting tools such as Mixpanel / Amplitude / Tableau / etc.
Experience with predictive analytics, segmentation, and related areas
Ability to communicate complex insights and hypotheses to business stakeholders
Proficiency in SQL and R (Python nice-to-have)
Benefits

What will we offer you?
The opportunity to build awesome, industry-changing products, every day
A flat structure where taking the lead is encouraged
Competitive cash compensation and equity ownership
Casual dress
This position is based in Cape Town, South Africa – an emerging global tech hub that provides an amazing quality of life. We’ll support your relocation if you’re not here already and may be open to a remote role on a case-by-case basis.",-1.0,Carry1st,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,46,87,66.5,Carry1st, NY,0,-1,1,1,1,1,0
910,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),"Job Description: The Data Analyst will support the preparation of Telemetry and RF pre-mission telemetry coverage plans and predictions. Also performs the analysis of mission rehearsal data in support of Navy TRIDENT submarine missions. Supports post-test data analysis and reporting.Will support telemetry and RF system trade studies (e.g. hardware processing), system setup and configuration for mission testing.

Qualifications: BS Degree should be in Engineering, Math or Physics and 5 years of experience.Must have an interest in data analysis and systems engineering.Knowledge of telemetry and RF systems. Specific experience in telemetry & RF analysis is highly desired. Available and willing to perform international travel. Special Requirements: Must be a U.S.

Citizen and ability to obtain a Security Clearance through the DoD.

Job Type: Full-time",-1.0,Devotion Business Solutions,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,42,63,52.5,Devotion Business Solutions, CA,0,-1,0,0,1,0,0
911,Data Warehouse Analyst,$41K-$78K (Glassdoor est.),"Please note that this role will be Remote until the lock-down lasts, then on-site. Our client is looking for a Data Warehouse Analyst to implement Enterprise Data Warehouse. The unified data warehouse will allow us to centralize data across various streams and allow for real time analysis for senior management, investment professionals and Risk Managers, Product Control, Operations, Finance and Middle-Office teams. Responsibilities Analyze and improve efficiency, scalability, stability and security of the application Develop a clean, maintainable and extensible codebase Develop and transform business requirements into robust Solutions under tight deadlines Design, develop, test, deploy and maintain reusable data ingestion pipelines Understanding of best practices around Data Access API strategies Work with Business managers to understand their workflows and business processes Qualifications 5+ years of ETLPython, Data Engineering experience 5+ years of experience with JavaC++ building data pipelines across Fixed Income, Equities, Futures and other asset classes At least 5 years of financial industry experience Bachelorrsquos or Masterrsquos Degree in Engineering Excellent communication skills Experience working in a fast paced environment We look forward to reviewing your profile. Thank you, Talent Team SIALTP",-1.0,SIAL TECHNOLOGY PARTNERS,"New York, NY","Princeton, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,41,78,59.5,SIAL TECHNOLOGY PARTNERS, NY,0,-1,1,0,1,0,0
912,Senior Healthcare Data Analyst,$42K-$63K (Glassdoor est.),"The Senior Decision Support/Healthcare Analyst will provide leadership in the development and distribution of financial and operational management data and decision-making tools to the organization. Position will utilize combined application of business knowledge and advanced systems skills to perform and lead complex data-mining and analysis while ensuring the accuracy and integrity of the data. Position will provide expertise and leadership in the determination of the most appropriate tool for the development and distribution of data. Position will seek to streamline and create reporting efficiencies within organization through use of various systems, software applications and web-based opportunities. Position may provide guidance and assistance to other analysts as required. This position will require greater analytical and communication abilities due to the more complicated nature of assignments. This position will also be expected to demonstrate strong leadership and interpersonal skills via participation in work groups.

EXPERIENCE & TRAINING:
Bachelor’s degree or five or more years of experience in the area of financial analysis and health care reporting in ambulatory health care setting.
Three or more years of information systems or database design experience.
Mathematical aptitude with strong analytical and problem-solving skills.
Strong project management skills.
Proven ability to perform advance MS SQL programming (i.e. DTS/SSIS, stored procedures, triggers and functions), and report designing and developing using SQL and Crystal Reporting Tools.
Working knowledge of PC applications for data analysis (specifically spreadsheet and database systems (MS Excel, MS Access and Crystal Reporting Tools).
Excellent communication skills, both verbal and written.
Ability to work independently and as a member of a team and with users, management and staff.
Proficient in the use of SSRS, SQL, Access, Excel.
5+ years of experience in reporting/analytics
5+ years of experience with Microsoft Reporting Services or similar reporting tools.",-1.0,"AlphaProTemps, A.P.R., Inc.","San Fernando, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,42,63,52.5,"AlphaProTemps, A.P.R., Inc.", CA,0,-1,0,1,1,1,0
913,Senior Data Analyst,$26K-$47K (Glassdoor est.),"Description:
Client Fidelity
W2 Role

Req Notes:
This is a data engineering role that must have AWS experience - aws
certs are highly preferable
Data development with experience in Python (Pyspark, Scikit, Numpy,
pandas), Hadoop etc too.

We are currently sourcing for a Senior Data Analyst to work at Client in
Salt Lake City, UT.

Sr Data Analyst:
The Senior Data Analyst will work with partners from all business units
and other partners to define and detail data & reporting requirements
for UID initiative. The Analyst evaluates and validates new and existing
functions, identifies and analyzes end-user issues and provides support
through standardized processes, tools, workflow analysis and testing to
ensure end-user requirements are fulfilled.

5+ years of associated work experience
Significant professional experience with SQL, Databases, Data Warehouses & BI systems
Knowledge of big data and analytical technologies
Knowledge of Cloud Architecture and services
Detailed analytical abilities
Written and verbal communication, preferably with technical writing
skills

The Skills You Bring:
Your advanced working SQL knowledge and experience working with
relational databases and data warehouses
Your knowledge of Data Lake and Big Data Architectures
Your advanced working experience in data analysis, requirement analysis,
test case development and technical specifications development
Your experience with data normalization and denormalization techniques
Your background building processes supporting data transformation, data
structures, metadata, dependency and workload management.
Your background supporting and working with multi-functional teams in a
dynamic environment.
Your solid data management and interpersonal skills",-1.0,DrangKro Aerospace,"Salt Lake City, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,26,47,36.5,DrangKro Aerospace, UT,0,-1,1,1,1,1,0
914,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),"Job Description
The Data Analyst will support the preparation of Telemetry and RF pre-mission telemetry coverage plans and predictions. Also performs the analysis of mission rehearsal data in support of Navy TRIDENT submarine missions. Supports post-test data analysis and reporting.
Will support telemetry and RF system trade studies (e.g. hardware processing), system setup and configuration for mission testing.

Qualifications:

BS Degree should be in Engineering, Math or Physics and 5 years of experience.
Must have an interest in data analysis and systems engineering.
Knowledge of telemetry and RF systems. S
pecific experience in telemetry & RF analysis is highly desired.
Available and willing to perform international travel.

Special Requirements: Must be a U.S. Citizen and ability to obtain a Security Clearance through the DoD.",-1.0,Stark HR Consulting LLC,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,42,63,52.5,Stark HR Consulting LLC, CA,0,-1,0,0,1,0,0
915,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),"Job Description
Our prestigious client is looking for Radar Telemetry Data Analyst

Job Description:

The Data Analyst will support the preparation of Telemetry and RF pre-mission telemetry coverage plans and predictions. It also performs the analysis of mission rehearsal data in support of Navy TRIDENT submarine missions. Supports post-test data analysis and reporting.
Will support telemetry and RF system trade studies (e.g. hardware processing), system setup and configuration for mission testing.

Qualifications:

BS Degree should be in Engineering, Math or Physics and 5 years of experience.
Must have an interest in data analysis and systems engineering.
Knowledge of telemetry and RF systems. Specific experience in telemetry & RF analysis is highly desired.
Available and willing to perform international travel.

Special Requirements: Must be a U.S. Citizen and ability to obtain a Security Clearance through the DoD.",-1.0,TopTalentFetch,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,42,63,52.5,TopTalentFetch, CA,0,-1,0,0,1,0,0
916,Data Analyst,$60K-$110K (Glassdoor est.),"Data Analyst (Decision Science)

Hearst is an American mass media and business information conglomerate. It owns a wide variety of newspapers, magazines, television channels, and television stations, including the San Francisco Chronicle, the Houston Chronicle, Cosmopolitan, Esquire, 50& of cable network A E, and 20& of the sports broadcaster ESPN.

Are you looking for a great opportunity to grow in your profession as a decision scientist?

Do you want to be part of a lean team that is helping lead the evolution of local news?

At Hearst you will have the chance to make a data driven impact by forming strong partnerships with marketing, editorial, product, ad operation and executive leadership teams.

You will be working with traffic, subscriptions, advertising, and email data and have the opportunity to work in Python, R, Big Query SQL, Looker, PowerBI and more!
Role
Clean, prepare and explain datasets, use advanced analytics to identify key trends, size up opportunities, and then work closely with business leaders to turn those opportunities into action.
Work with the latest analytic tools to perform advanced analysis and discover insights.
Create iterative and highly reproducible analytic scripting to show ongoing improvement in data visuals and analytical techniques.
Partner closely with data scientist to extract learnings from latest prediction models.
Streamline automation to help us scale and ensure ongoing data integrity.
Qualifications
Demonstrated comfort working autonomously in Python/R, particularly working with dataframes.
2 years’ experience in a data analytics role.
Degree/Advanced degree in a technical/mathematical program preferred.
Strong interpersonal and communication skills, experience building presentations.
Passion for problem solving and data exploration.
Experience in statistical methods a huge plus.
SQL knowledge
Must be hungry to take on a highly technical role and make a clear business impact.
NA",-1.0,Newspaper Administration,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,60,110,85.0,Newspaper Administration, NY,0,-1,1,1,1,1,0
917,Technical Analyst - Access/Identity Data Security,$98K-$114K (Glassdoor est.),"Primary Responsibilities
Installing, configuring, and implementing our proprietary product, in complex enterprise infrastructures to fulfill customer requirements
Manage upgrades and other changes and improvements to the product at client sites
Providing support to client’s installations support tickets from clients
Submit JIRA tickets to development team and manage client requirements
Becoming an expert on product and service offerings
Providing validation and readiness against technical and business requirements
Deliver onsite or web-based training sessions to customers
Compile technical documentation for project deliverables and implementation design
Serving as an ad-hoc technical resource to provide technical support, product demonstrations, and/or solution consultations
Implementing proposed technical strategies and solutions to satisfy customer business needs
Servicing various technical projects for internal purposes
Work with development teams on new features and enhancements
Perform internal QA and UAT testing using in a testing environment that simulates client infrastructure
Skills Requirements
Ability to write and understand SQL query language
Familiarity with database fundamentals and transactSQL
Knowledge of folder and share permissions (CIFS and NFS)
Knowledge of SharePoint, Active Directory, and file shares
Expertise with Excel
Ability to write scripts in some administrative language such as VBScript or PowerShell
Strong interpersonal and communication skills; capable of training users writing basic documentation
Experience with Splunk, CyberArk, Isilon, Hadoop, Varonis, NetApp, Microsoft Exchange, ETL tools a plus.
Job Type: Contract

Pay: $50.00 - $55.00 per hour

Schedule:
Monday to Friday
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19",-1.0,C&G Consulting Services,"Hoboken, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,98,114,106.0,C&G Consulting Services, NJ,0,-1,0,1,1,1,0
918,Radar Telemetry Data Analyst - RT,$113K-$132K (Glassdoor est.),"Job Description
Radar Telemetry Data Analyst - RT

Anaheim, California, United States, 92825

The Data Analyst will support the preparation of Telemetry and RF pre-mission telemetry coverage plans and predictions. Also performs the analysis of mission rehearsal data in support of Navy TRIDENT submarine missions. Supports post-test data analysis and reporting.
Will support telemetry and RF system trade studies (e.g. hardware processing), system setup and configuration for mission testing.

BENEFITS

Full

9/80 Schedule, Work/Life Balance, Great Compensation & Benefits, Innovative technology.

Required Knowledge, Skills, and Abilities: (Submission Summary):

1. BS Degree should be in Engineering, Math or Physics and 5 years of experience.
Must have an interest in data analysis and systems engineering.
Knowledge of telemetry and RF systems.
Specific experience in telemetry & RF analysis is highly desired.
Available and willing to perform international travel.
Do you have radar analysis experience?
Engineer with radar and radar analysis background.
Must be a U.S. Citizen and ability to obtain a Security Clearance through the DoD",-1.0,KLM Careers,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,113,132,122.5,KLM Careers, CA,0,-1,0,0,1,0,0
919,Marketing Coordinator / Data Analyst,$26K-$47K (Glassdoor est.),"We are looking for a Marketing Coordinator / Data Analyst that will help our marketing team thrive. This role will have the opportunity to work on a variety of marketing events, campaigns, and projects that drive the company forward. This role requires a strong problem solver and faster learner with an understanding of marketing best practices and an ability to quickly learn CRM systems. This is a small company so you will have the opportunity to wear many hats depending on your talents and abilities. Success in this role will be measured by your ability to contribute to a variety of marketing initiatives and ability to maintain our data for our Hubspot campaigns and Salesforce reports. If you want to help change an industry, join our team.
Marketing Coordinator
Create and execute email, SEO, and social campaigns
Acquire leads to that enable initial sales appointments
Coordinate marketing events and trade show
Ensure all artifacts and details are prepared to maximize marketing event investments
Assist in implementing new Hubspot sequences based on processes and workflows
Support sales demonstrations of the company’s product including appearing on video chat to prospective clients
Help craft marketing messages and deliverables to effectively communicate our message
Data Analysis & Reporting
Own the day to day operation, performance, and optimization of the company's Salesforce & Hubspot environments including the integration between the two systems
Manage all daily administrative functions including user management, workflows, reports, dashboards and custom configurations
Understand, track, and occasionally integrate data from a variety of inbound and outbound lead sources (i.e. tradeshows, website, partners, digital advertising, etc)
Maintain data hygiene and adherence to best practice
Proactively look for ways to track and optimize Sales and Marketing funnel reporting and analysis
Support other GP portfolio products and brands
Leverage your skillset and capabilities to execute on marketing efforts related to other Gene Pranger portfolio businesses
Job Type: Full-time
Pay: $50,000.00 - $55,000.00 per year
Benefits:
401(k)
Dental Insurance
Health Insurance
Paid Time Off
Referral Program
Retirement Plan
Schedule:
Monday to Friday
COVID-19 considerations:
During this Covid-19 pandemic, we are working from home 3 days a week. On the days we work in the office, we are all required to wear masks in public areas and have numerous sanitation stations throughout the building.
Experience:
Adobe Photoshop or related tools: 1 year (Preferred)
Salesforce and/or Hubspot: 1 year (Preferred)
CRM or data analysis: 1 year (Preferred)
marketing: 1 year (Preferred)
Education:
Bachelor's (Required)
Company's website:
POPin
Company's Facebook page:
POPin
Benefit Conditions:
Waiting period may apply
Work Remotely:
Temporarily due to COVID-19",-1.0,POPi/o Mobile Video Cloud,"Sandy, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,26,47,36.5,POPi/o Mobile Video Cloud, UT,0,-1,0,0,1,0,0
920,Research Data Analyst,$42K-$66K (Glassdoor est.),"Research Data Analyst: Electric Vehicles
About us
Our firm, Recargo, Inc., has been focused exclusively on the burgeoning electric vehicle (EV) category since 2009. We make PlugShare, the world’s most popular mobile app for EV drivers. We’re also a B2B data firm that provides automakers, utilities, charging networks, government, and the rest of the EV category with insights that help them chart the future of e-mobility. Our data products include in-depth industry reports/analyses, a Tableau-based data-on-demand tool that analyzes and visualizes public EV charging infrastructure, a survey and qualitative research panel of 60,000 drivers, custom dashboards, and much more.
About the opportunity
We need a research data analyst to support two senior analysts who are authoring in-depth industry reports: a set of 8 analytical publications on a variety of important topics related to EVs. This would include:
· developing data tables and visualizations
· providing written analytic viewpoints
· performing statistical analyses
· conducting secondary industry research
· conducting interviews with executives at EV firms
Required Skills/Experience:
· Bachelor’s degree in business, accounting, computer science, information technology, economics, statistics, or other related fields. Advanced degree is a significant plus.
· 2-3 years of related experience in a business, governmental, non-profit or academic setting. Deeper experience is a plus.
· Demonstrated working understanding of relational and non-relational data stores and data warehousing principles.
· Working understanding of techniques for trend extrapolation/forecasting.
· Proficiency creating reports with complex formulas/equations through Excel (pivot tables and formulas), R, and/or SQL.
· The ability to produce compelling data visualizations. Knowledge of Tableau is a plus. One of our key data tools is Tableau based, and we interrogate it frequently. We also provide custom template sets along with our reports to clients.
· Working knowledge of SPSS or a similar platform for analyzing survey data is a plus.
· Strong written and interpersonal communication and presentation development skills. Must be able to communicate ideas effectively and concisely to all levels. Clear writing and verbal communication skills.
· Experience authoring or contributing to research-oriented papers/publications is a significant plus.
· You should be self-directed and independent.
Benefits
· Health insurance
· Dental insurance
· Vision insurance
· Retirement plan
· Paid time off
Candidates must be authorized to work in the United States as a pre-condition of employment.
About Recargo
Founded in 2009, Recargo’s mission is to help electric vehicle (EV) drivers find the way forward. We make the world’s most popular EV app, PlugShare: A top reviewed, driver-sourced guide to finding and using public charging globally. We are one of the EV industry’s most important sources of driver opinions and public charging infrastructure data, paving the way automakers, government, utilities and charging networks make crucial decisions about future vehicles, features, policies, and more. Recargo is a wholly owned subsidiary of the sustainable transportation powerhouse, Innogy eMobility, and with their support, we are aggressively expanding our team and launching into innovative new product categories.",-1.0,"Recargo, Inc., makers of PlugShare","El Segundo, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,42,66,54.0,"Recargo, Inc., makers of PlugShare", CA,0,-1,0,1,1,1,0
921,Data & Reporting Analyst,$29K-$38K (Glassdoor est.),"See notes for additional details.
Beyond Outsourcing... This is OneSourcing... EAG OneSource (1Source) is a dynamic and growing IT and Back Office Outsourcing firm focused on driving customer success. As an EAG OneSource team member, you will leverage your customer service, management and technical experience while driving continuous value both for your clients and 1Source. Gain the satisfaction of knowing that you are creating an immediate and positive impact for your customers on a daily basis by joining the talented and driven team of E&P professionals at 1Source!

EAG OneSource is currently seeking a Data and Reporting Analyst with strong Spotfire, Power BI and SQL experience.

As a Data & Reporting Analyst, you can expect to: "" Manage the full life cycle of assigned projects, including research, data mining, data analytics, design, development, testing, implementation, and documentation "" Conduct in-depth interviews with subject matter experts to fully understand the requirements, document business needs and convert them to technical specifications "" Create reports, dashboards, and other visualizations using Spotfire, Microsoft technologies (SQL, SSAS, SSRS, Power BI) and other BI platforms "" Provide accurate work estimates "" Troubleshoot existing issues and provide solutions for both simple and complex reports "" Verify data integrity and report accuracy ensuring client satisfaction "" Respond directly to support issues and service requests "" Assist in identifying trends in Business Intelligence and staying at the forefront of technology "" Provide exceptional client service while building relationships with clients and internal team members "" Other duties as assigned
Position Requirements "" Bachelor's Degree "" 2+ experience in data analytics, experience in the oil and gas industry is preferred "" 2+ years of Power BI experience "" 2+ years of Spotfire experience "" Advanced knowledge of SQL "" Custom report writing proficiency in SSRS "" Tableau, Alteryx, or Qlik experience a plus "" Land, Accounting ERP back-end knowledge or experience a plus "" Exceptional Time Management skills "" Ability to independently lead analytic efforts requiring minimal supervision "" Strong attention to detail, excellent organization skills, and ability to manage multiple projects under tight deadlines "" Analytical mind with a problem-solving aptitude "" Exceptional quality assurance, processes and execution
"" Strong and effective inter-personal and communication skills and the ability to interface professionally with a diverse group of clients, including management and senior level executives "" Ability to identify opportunities, produce code and present solutions in a timely/fast-paced manner "" Entrepreneurial spirit and self-motivated "" Aptitude to learn new technology, products and concepts "" Strong in all major Microsoft Office product (Word, Power Point, Excel) and Microsoft Visio "" Must be based in Houston "" Must be eligible to work for ANY employer in the United States; we are unable to sponsor H1B applicants at this time

Compensation "" Competitive salary, commensurate with experience. "" Comprehensive benefits package including: o Medical o Dental o Vision o 401(k)

Get Started Today Explore your opportunity to become a Data and Reporting Analyst at EAG 1Source. Apply online or email your questions to recruiting@eag1Source.com.

About EAG OneSource EAG is an IT and Back Office Outsourcing firm headquartered in Houston, TX. We focus on serving the upstream energy markets. Our mission is to deliver cost-effective business solutions to the oil and gas industry while providing a challenging and fulfilling experience to our employees. We seek individuals who enjoy expanding their knowledge of the oil and gas industry and related technologies, working as part of a team and participating in complex projects.

People are EAG OneSource's most valuable asset. We offer a competitive and comprehensive salary and benefits package to all employees, and invest in employee professional growth by providing a variety of educational and training opportunities.",-1.0,"Imperastaff, LLC","Houston, TX","Houston, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,29,38,33.5,"Imperastaff, LLC", TX,1,-1,0,1,1,1,0
